School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Borough Name,Postcode,Latitude,Longitude
2015-16,M520,02M135,The Urban Assembly School for Emergency Management,M135,411 PEARL STREET,M,2,257,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,MANHATTAN,10038,40.711442,-74.000851
2015-16,M520,02M280,Manhattan Early College School for Advertising,M280,411 PEARL STREET,M,2,191,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,MANHATTAN,10038,40.711442,-74.000851
2015-16,M824,02M418,Millennium High School,M418,75 BROAD STREET,M,2,641,,1,Millennium High School,MANHATTAN,10004,40.704487,-74.011556
2015-16,M520,02M282,Urban Assembly Maker Academy,M282,411 PEARL STREET,M,2,199,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,MANHATTAN,10038,40.711442,-74.000851
2015-16,M520,02M520,Murry Bergtraum High School for Business Careers,M520,411 PEARL STREET,M,2,598,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,MANHATTAN,10038,40.711442,-74.000851
2015-16,M641,75M501,Home Instruction,M501,250 WEST HOUSTON STREET,M,2,68,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,MANHATTAN,10014,40.728677,-74.005993
2015-16,M520,,411 PEARL STREET CONSOLIDATED LOCATION,,411 PEARL STREET,M,2,1245,411 PEARL STREET CONSOLIDATED LOCATION,4,The Urban Assembly School for Emergency Management|Manhattan Early College School for Advertising|Urban Assembly Maker Academy|Murry Bergtraum High School for Business Careers|411 PEARL STREET CONSOLIDATED LOCATION,MANHATTAN,10038,40.711442,-74.000851
2015-16,M528,06M528,I.S. 528 Bea Fuller Rodgers School,M528,180 WADSWORTH AVENUE,M,6,206,,1,I.S. 528 Bea Fuller Rodgers School,MANHATTAN,10033,40.85051,-73.934485
2015-16,M535,02M288,Food and Finance High School,M288,525 WEST  50TH STREET,M,2,410,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M535,02M296,High School of Hospitality Management,M296,525 WEST  50TH STREET,M,2,402,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M535,02M300,"Urban Assembly School of Design and Construction,",M300,525 WEST  50TH STREET,M,2,400,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M535,02M303,"Facing History School, The",M303,525 WEST  50TH STREET,M,2,409,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M535,02M542,Manhattan Bridges High School,M542,525 WEST  50TH STREET,M,2,510,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M535,,525 WEST  50TH STREET CONSOLIDATED LOCATION,,525 WEST  50TH STREET,M,2,2131,525 WEST  50TH STREET CONSOLIDATED LOCATION,5,"Food and Finance High School |  High School of Hospitality Management |  Urban Assembly School of Design and Construction, |  Facing History School, The |  Manhattan Bridges High School |  525 WEST  50TH STREET CONSOLIDATED LOCATION",MANHATTAN,10019,40.765184,-73.992953
2015-16,M540,06M540,A. Philip Randolph Campus High School,M540,443 WEST 135 STREET,M,6,1438,,1,A. Philip Randolph Campus High School,MANHATTAN,10031,40.818188,-73.950356
2015-16,M600,02M600,The High School of Fashion Industries,M600,225 WEST  24 STREET,M,2,1798,,1,The High School of Fashion Industries,MANHATTAN,10011,40.745156,-73.996074
2015-16,M615,02M376,NYC iSchool,M376,131 AVENUE OF THE AMERICAS,M,2,457,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,MANHATTAN,10013,40.7244,-74.004625
2015-16,M615,02M615,Chelsea Career and Technical Education High School,M615,131 AVENUE OF THE AMERICAS,M,2,435,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,MANHATTAN,10013,40.7244,-74.004625
2015-16,M615,,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,,131 AVENUE OF THE AMERICAS,M,2,892,131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,2,NYC iSchool |  Chelsea Career and Technical Education High School |  131 AVENUE OF THE AMERICAS CONSOLIDATED LOCATION,MANHATTAN,10013,40.7244,-74.004625
2015-16,M620,02M427,MANHATTAN ACADEMY FOR ARTS & LANGUAGE,M427,111 EAST  33RD STREET,M,2,288,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,MANHATTAN,10016,40.746176,-73.981241
2015-16,M620,02M432,Murray Hill Academy,M432,111 EAST  33RD STREET,M,2,290,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,MANHATTAN,10016,40.746176,-73.981241
2015-16,M620,02M500,Unity Center for Urban Technologies,M500,111 EAST  33RD STREET,M,2,301,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,MANHATTAN,10016,40.746176,-73.981241
2015-16,M620,84M351,SUCCESS ACADEMY HIGH SCHOOL OF THE LIBERAL ARTS(MS),M351,111 EAST  33RD STREET,M,2,1170,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,MANHATTAN,10016,40.746176,-73.981241
2015-16,M620,,111 EAST  33RD STREET CONSOLIDATED LOCATION,,111 EAST  33RD STREET,M,2,2049,111 EAST  33RD STREET CONSOLIDATED LOCATION,4,MANHATTAN ACADEMY FOR ARTS & LANGUAGE |  Murray Hill Academy |  Unity Center for Urban Technologies | Success Academy HS of the Liberal Arts   |  111 EAST  33RD STREET CONSOLIDATED LOCATION,MANHATTAN,10016,40.746176,-73.981241
2015-16,M625,02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,M139,439 WEST 49TH STREET,M,2,282,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M625,02M393,BUSINESS OF SPORTS SCHOOL,M393,439 WEST 49TH STREET,M,2,448,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M625,02M507,Urban Assembly Gateway School for Technology,M507,439 WEST 49TH STREET,M,2,472,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M625,02M625,High School of Graphic Communication Arts,M625,439 WEST 49TH STREET,M,2,144,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M625,84M170      ,Success Academy Hell's Kitchen,M170,439 WEST 49TH STREET,M,2,324,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M625,,439 WEST 49TH STREET CONSOLIDATED LOCATION,,439 WEST 49TH STREET,M,2,1670,439 WEST 49TH STREET CONSOLIDATED LOCATION,5,Stephen T. Mather Building Arts & Craftsmanship Hi|  BUSINESS OF SPORTS SCHOOL|  Urban Assembly Gateway School for Technology|  High School of Graphic Communication Arts|    Success Academy Hell's Kitchen|  439 West 49th Street CONSOLIDATED LOCATION,MANHATTAN,10019,40.76337,-73.990593
2015-16,M641,02M560,High School M560 - City As School,M560,16 CLARKSON STREET,M,2,612,16 CLARKSON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,MANHATTAN,10014,40.729412,-74.006148
2015-16,M641,75M721,P.S. M721 - Manhattan Occupational Training Center,M721,250 WEST HOUSTON STREET,M,2,178,250 WEST HOUSTON STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,MANHATTAN,10014,40.728677,-74.005993
2015-16,M641,,16 CLARKSON STREET STREET CONSOLIDATED LOCATION,,250 WEST HOUSTON STREET,M,2,858,16 CLARKSON STREET STREET CONSOLIDATED LOCATION,3,Home Instruction |  High School M560 - City As School |  P.S. M721 - Manhattan Occupational Training Center,MANHATTAN,10014,40.728677,-74.005993
2015-16,M645,02M655,Life Sciences Secondary School,M655,320 EAST  96 STREET,M,2,616,,1,Life Sciences Secondary School,MANHATTAN,10128,40.783625,-73.945637
2015-16,M660,02M413,School of the Future High School,M413,127 EAST  22 STREET,M,2,747,,1,School of the Future High School,MANHATTAN,10010,40.738952,-73.985479
2015-16,M661,02M575,Manhattan Comprehensive Night and Day High School,M575,240 2 AVENUE,M,2,745,,1,Manhattan Comprehensive Night and Day High School,MANHATTAN,10003,40.732716,-73.984665
2015-16,M751,75M751,Manhattan School for Career Development,M751,113 EAST  4TH STREET,M,1,192,,1,Manhattan School for Career Development,MANHATTAN,10003,40.725725,-73.9883
2015-16,M807,02M586,Harvey Milk High School,M586,2-10 ASTOR PLACE,M,2,61,,1,Harvey Milk High School,MANHATTAN,10003,40.730038,-73.992632
2015-16,M834,02M400,High School for Environmental Studies,M400,444 WEST 56 STREET,M,2,1259,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10019,40.767791,-73.987531
2015-16,M834,02M544,Independence High School,M544,850 10TH AVENUE,M,2,314,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10019,40.768343,-73.989108
2015-16,M834,79M973,Restart Academy,M973,444 WEST 56 STREET,M,2,481,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10019,40.767791,-73.987531
2015-16,M834,,444 WEST 56 STREET CONSOLIDATED LOCATION,,444 WEST 56 STREET,M,2,2054,444 WEST 56 STREET CONSOLIDATED LOCATION,3,High School for Environmental Studies |  Independence High School |  Restart - Citywide |  444 WEST 56 STREET CONSOLIDATED LOCATION,MANHATTAN,10019,40.767791,-73.987531
2015-16,M837,03M479,Beacon High School,M479,227-243 WEST 61ST STREET,M,3,1306,,1,Beacon High School,MANHATTAN,10023,40.772007,-73.987479
2015-16,M841,75M811,P.S. M811 - Mickey Mantle School,M811,466 WEST END AVENUE,M,3,354,,1,P.S. M811 - Mickey Mantle School,MANHATTAN,10024,40.786616,-73.979507
2015-16,M855,02M416,Eleanor Roosevelt High School,M416,411 EAST 76 STREET,M,2,554,,1,Eleanor Roosevelt High School,MANHATTAN,10021,40.770187,-73.953608
2015-16,M860,02M343,The Peck Slip School,M343,52 CHAMBERS STREET,M,2,279,,1,The Peck Slip School,MANHATTAN,10007,40.713814,-74.00557
2015-16,M873,02M439,Manhattan Village Academy,M439,43 WEST  22 STREET,M,2,441,,1,Manhattan Village Academy,MANHATTAN,10010,40.741497,-73.991512
2015-16,M874,02M411,Baruch College Campus High School,M411,55 EAST  25 STREET,M,2,445,,1,Baruch College Campus High School,MANHATTAN,10010,40.74193,-73.986521
2015-16,M876,06M552,Gregorio Luperon High School for Science and Mathe,M552,501 WEST 165TH,M,6,503,,1,Gregorio Luperon High School for Science and Mathe,,,,
2015-16,M877,02M551,Urban Assembly New York Harbor School,M551,"10 SOUTH STREET, SLIP 7",M,2,422,,1,Urban Assembly New York Harbor School,MANHATTAN,10004,40.701695,-74.011631
2015-16,M883,02M429,Legacy School for Integrated Studies,M429,34 WEST  14 STREET,M,2,N/A,34 WEST  14 STREET CONSOLIDATED LOCATION,2,Legacy School for Integrated Studies |  Harvest Collegiate High School |  34 WEST  14 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.736518,-73.994858
2015-16,M883,02M534,Harvest Collegiate High School,M534,34 WEST  14 STREET,M,2,456,34 WEST  14 STREET CONSOLIDATED LOCATION,2,Legacy School for Integrated Studies |  Harvest Collegiate High School |  34 WEST  14 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.736518,-73.994858
2015-16,M883,,34 WEST  14 STREET CONSOLIDATED LOCATION,,34 WEST  14 STREET,M,2,456,34 WEST  14 STREET CONSOLIDATED LOCATION,2,Legacy School for Integrated Studies |  Harvest Collegiate High School |  34 WEST  14 STREET CONSOLIDATED LOCATION,MANHATTAN,10011,40.736518,-73.994858
2015-16,M894,02M425,Leadership and Public Service High School,M425,90 TRINITY PLACE,M,2,684,,1,Leadership and Public Service High School,MANHATTAN,10006,40.70873,-74.012332
2015-16,M895,04M610,Young Women's Leadership School,M610,105 EAST 106TH STREET,M,4,491,,1,Young Women's Leadership School,MANHATTAN,10029,40.792741,-73.947428
2015-16,M896,02M531,Repertory Company High School for Theatre Arts,M531,123 WEST  43 STREET,M,2,247,,1,Repertory Company High School for Theatre Arts,MANHATTAN,10036,40.755843,-73.984382
2015-16,M898,06M018,P.S. 018 Park Terrace,M018,4124 9 AVENUE,M,6,395,,1,P.S. 018 Park Terrace,MANHATTAN,10034,40.871278,-73.911516
2015-16,M905,02M442,"Ballet Tech, NYC Public School for Dance",M442,890 BROADWAY,M,2,152,,1,"Ballet Tech, NYC Public School for Dance",MANHATTAN,10003,40.73859,-73.989911
2015-16,M911,05M285,Harlem Renaissance High School,M285,22 EAST 128 STREET,M,5,254,,1,Harlem Renaissance High School,MANHATTAN,10035,40.807987,-73.940061
2015-16,M916,05M517,Teachers College Community School,M517,168 MORNINGSIDE AVENUE,M,5,266,,1,Teachers College Community School,MANHATTAN,10027,40.81242,-73.953315
2015-16,M918,06M278,Paula Hedbavny School,M278,421 W 219TH ST,M,6,533,,1,Paula Hedbavny School,MANHATTAN,10034,40.871245,-73.912141
2015-16,M920,02M570,Satellite Academy High School,M570,120 WEST  30 STREET,M,2,266,,1,Satellite Academy High School,MANHATTAN,10001,40.747621,-73.990454
2015-16,M933,02M933,City Knoll Middle School,M339,425 WEST 33RD STREET,M,2,157,,1,City Knoll Middle School,MANHATTAN,10001,40.753091,-73.99764
2015-16,M933,02M933,City Knoll Middle School,M339,425 WEST 33RD STREET,M,2,157,,1,City Knoll Middle School,MANHATTAN,10001,40.753091,-73.99764
2015-16,M971,02M397,SPRUCE STREET SCHOOL,M397,12 SPRUCE STREET,M,2,443,,1,SPRUCE STREET SCHOOL,MANHATTAN,10038,40.711313,-74.005472
2015-16,MANN,84M353,NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),M353,1818 Amsterdam Ave,M,6,759,,1,NEW HEIGHTS ACADEMY CHARTER SCHOOL(MN),MANHATTAN,10031,40.828498,-73.945239
